rank,piece,clean_piece,score,vowel_count,categories
1256,▁क्वचित्,क्वचित्,-9.26827,1,ends_with_virama
1261,ान्ते,ान्ते,-9.27472,2,starts_with_dependent_vowel
1267,▁सत्,सत्,-9.27992,0,ends_with_virama
1268,िय,िय,-9.28031,1,starts_with_dependent_vowel
1273,ुद,ुद,-9.28172,1,starts_with_dependent_vowel
1275,मयं,मयं,-9.28252,0,contains_special_A
1278,ाभास,ाभास,-9.28418,2,starts_with_dependent_vowel
1279,नां,नां,-9.28426,1,contains_special_A
1282,ित्य,ित्य,-9.28684,1,starts_with_dependent_vowel
1283,संस्कार,संस्कार,-9.28732,1,contains_special_A
1291,ादयो,ादयो,-9.29673,2,starts_with_dependent_vowel
1299,तत्,तत्,-9.30166,0,ends_with_virama
1301,▁सत्यं,सत्यं,-9.30225,0,contains_special_A
1304,ादिभिः,ादिभिः,-9.30372,3,starts_with_dependent_vowel;contains_special_A
1312,गा,गा,-9.30876,1,simple_cv
1313,ात्स,ात्स,-9.30886,1,starts_with_dependent_vowel
1319,णी,णी,-9.3098,1,simple_cv
1323,री,री,-9.31104,1,simple_cv
1327,▁निष्,निष्,-9.31414,1,ends_with_virama
1329,ासय,ासय,-9.31489,1,starts_with_dependent_vowel
1331,ाभ्य,ाभ्य,-9.31756,1,starts_with_dependent_vowel
1337,▁गतः,गतः,-9.3198,0,contains_special_A
1350,▁वचनं,वचनं,-9.32519,0,contains_special_A
1352,▁हंस,हंस,-9.32761,0,contains_special_A
1355,▁देवाः,देवाः,-9.32871,2,contains_special_A
1357,▁चतुर्,चतुर्,-9.33029,1,ends_with_virama
1364,▁संसय,संसय,-9.33711,0,contains_special_A
1365,▁सार्धं,सार्धं,-9.33797,1,contains_special_A
1367,ितो,ितो,-9.33871,2,starts_with_dependent_vowel
1372,्यः,्यः,-9.34338,0,contains_special_A
1374,िन,िन,-9.34518,1,starts_with_dependent_vowel
1379,ात्मनः,ात्मनः,-9.34731,1,starts_with_dependent_vowel;contains_special_A
1383,▁धर्मं,धर्मं,-9.35093,0,contains_special_A
1386,ालम्बन,ालम्बन,-9.35159,1,starts_with_dependent_vowel
1388,फलं,फलं,-9.35245,0,contains_special_A
1391,ोऽस्मि,ोऽस्मि,-9.355,2,starts_with_dependent_vowel;contains_special_A
1392,रु,रु,-9.35573,1,simple_cv
1394,कि,कि,-9.35584,1,simple_cv
1395,▁वक्तव्यम्,वक्तव्यम्,-9.35687,0,ends_with_virama
1398,ावयव,ावयव,-9.358,1,starts_with_dependent_vowel
1400,भ्यां,भ्यां,-9.35899,1,contains_special_A
1408,संज्ञा,संज्ञा,-9.36407,1,contains_special_A
1427,सब्दः,सब्दः,-9.36988,0,contains_special_A
1430,ात्त,ात्त,-9.37077,1,starts_with_dependent_vowel
1432,कु,कु,-9.37182,1,simple_cv
1438,▁यावद्,यावद्,-9.37682,1,ends_with_virama
1440,ित्व,ित्व,-9.37712,1,starts_with_dependent_vowel
1449,▁स्मृतः,स्मृतः,-9.38307,1,contains_special_A
1457,▁योऽ,योऽ,-9.38536,1,contains_special_A
1463,ाधिक,ाधिक,-9.38974,2,starts_with_dependent_vowel
1464,नो,नो,-9.39136,1,simple_cv
1465,▁चित्तं,चित्तं,-9.39139,1,contains_special_A
1466,ादीनि,ादीनि,-9.39156,3,starts_with_dependent_vowel
1468,▁हे,हे,-9.39227,1,simple_cv
1475,ादीनाम,ादीनाम,-9.39608,3,starts_with_dependent_vowel
1477,ान्वय,ान्वय,-9.39704,1,starts_with_dependent_vowel
1479,ोऽत्र,ोऽत्र,-9.39758,1,starts_with_dependent_vowel;contains_special_A
1480,ादेः,ादेः,-9.39814,2,starts_with_dependent_vowel;contains_special_A
1481,ोऽहं,ोऽहं,-9.39918,1,starts_with_dependent_vowel;contains_special_A
1482,तं,तं,-9.39921,0,contains_special_A
1483,▁सुखं,सुखं,-9.40112,1,contains_special_A
1485,सन्,सन्,-9.40194,0,ends_with_virama
1494,▁संप्र,संप्र,-9.4082,0,contains_special_A
1497,▁कि,कि,-9.40844,1,simple_cv
1499,ास्रम,ास्रम,-9.40882,1,starts_with_dependent_vowel
1500,ैरपि,ैरपि,-9.40945,2,starts_with_dependent_vowel
1502,▁रा,रा,-9.41063,1,simple_cv
1503,▁कस्चित्,कस्चित्,-9.41112,1,ends_with_virama
1505,ोच्यते,ोच्यते,-9.41171,2,starts_with_dependent_vowel
1509,लि,लि,-9.4149,1,simple_cv
1517,▁परमं,परमं,-9.41887,0,contains_special_A
1523,▁वः,वः,-9.42094,0,contains_special_A
1531,ीर,ीर,-9.42655,1,starts_with_dependent_vowel
1536,ाक्षर,ाक्षर,-9.4286,1,starts_with_dependent_vowel
1539,ुत्तर,ुत्तर,-9.43017,1,starts_with_dependent_vowel
1547,िदं,िदं,-9.43378,1,starts_with_dependent_vowel;contains_special_A
1556,िणी,िणी,-9.43927,2,starts_with_dependent_vowel
1557,ोद,ोद,-9.43971,1,starts_with_dependent_vowel
1569,▁केवलं,केवलं,-9.44242,1,contains_special_A
1570,भावः,भावः,-9.44294,1,contains_special_A
1573,▁इयं,इयं,-9.44421,1,contains_special_A
1575,▁मत्,मत्,-9.44477,0,ends_with_virama
1577,ोदक,ोदक,-9.44604,1,starts_with_dependent_vowel
1580,हा,हा,-9.45038,1,simple_cv
1582,रे,रे,-9.45071,1,simple_cv
1586,ौघ,ौघ,-9.45369,1,starts_with_dependent_vowel
1587,ेषां,ेषां,-9.45386,2,starts_with_dependent_vowel;contains_special_A
1589,ोर,ोर,-9.45509,1,starts_with_dependent_vowel
1590,▁परम्,परम्,-9.45542,0,ends_with_virama
1592,दु,दु,-9.45607,1,simple_cv
1594,ोपदेस,ोपदेस,-9.45726,2,starts_with_dependent_vowel
1596,ाभ्याम,ाभ्याम,-9.45825,2,starts_with_dependent_vowel
1601,ादिकं,ादिकं,-9.45923,2,starts_with_dependent_vowel;contains_special_A
1603,▁वो,वो,-9.46071,1,simple_cv
1604,यितुं,यितुं,-9.46102,2,contains_special_A
1607,पदं,पदं,-9.46361,0,contains_special_A
1608,याः,याः,-9.46386,1,contains_special_A
1609,ाना,ाना,-9.46408,2,starts_with_dependent_vowel
1610,ोदर,ोदर,-9.4658,1,starts_with_dependent_vowel
1611,मे,मे,-9.46584,1,simple_cv
1612,▁गा,गा,-9.46679,1,simple_cv
1619,ेनापि,ेनापि,-9.47017,3,starts_with_dependent_vowel
1623,ोपाय,ोपाय,-9.47192,2,starts_with_dependent_vowel
1629,ल्,ल्,-9.47513,0,ends_with_virama
1633,▁देवानां,देवानां,-9.47548,3,contains_special_A
1639,▁षट्,षट्,-9.47773,0,ends_with_virama
1644,ीव,ीव,-9.47889,1,starts_with_dependent_vowel
1647,वो,वो,-9.47969,1,simple_cv
1649,ामृत,ामृत,-9.47974,2,starts_with_dependent_vowel
1653,ोद्,ोद्,-9.48151,1,starts_with_dependent_vowel;ends_with_virama
1654,ापेक्ष,ापेक्ष,-9.48156,2,starts_with_dependent_vowel
1670,गतं,गतं,-9.49069,0,contains_special_A
1677,ाभिधान,ाभिधान,-9.49851,3,starts_with_dependent_vowel
1678,ोभय,ोभय,-9.49934,1,starts_with_dependent_vowel
1680,▁तेऽ,तेऽ,-9.50045,1,contains_special_A
1682,ोक्तं,ोक्तं,-9.5026,1,starts_with_dependent_vowel;contains_special_A
1684,ात्मानं,ात्मानं,-9.50438,2,starts_with_dependent_vowel;contains_special_A
1686,संज्ञ,संज्ञ,-9.50506,0,contains_special_A
1691,ैत,ैत,-9.50681,1,starts_with_dependent_vowel
1694,था,था,-9.50876,1,simple_cv
1695,संघ,संघ,-9.50897,0,contains_special_A
1696,ाणाम्,ाणाम्,-9.50898,2,starts_with_dependent_vowel;ends_with_virama
1701,ाधिकार,ाधिकार,-9.51172,3,starts_with_dependent_vowel
1702,मानं,मानं,-9.51224,1,contains_special_A
1714,▁एतद्,एतद्,-9.5186,1,ends_with_virama
1721,ाचार,ाचार,-9.52033,2,starts_with_dependent_vowel
1724,▁स्थितः,स्थितः,-9.5223,1,contains_special_A
1727,ेना,ेना,-9.5248,2,starts_with_dependent_vowel
1728,▁संबन्ध,संबन्ध,-9.52513,0,contains_special_A
1731,ार्थम्,ार्थम्,-9.52544,1,starts_with_dependent_vowel;ends_with_virama
1734,ान्स,ान्स,-9.52755,1,starts_with_dependent_vowel
1735,▁येषां,येषां,-9.52784,2,contains_special_A
1736,▁वाक्यं,वाक्यं,-9.52813,1,contains_special_A
1738,लं,लं,-9.53022,0,contains_special_A
1743,▁भवान्,भवान्,-9.53248,1,ends_with_virama
1747,ार्थे,ार्थे,-9.5379,2,starts_with_dependent_vowel
1748,ोऽसौ,ोऽसौ,-9.53799,2,starts_with_dependent_vowel;contains_special_A
1749,ादिना,ादिना,-9.53819,3,starts_with_dependent_vowel
1751,ाहार,ाहार,-9.53898,2,starts_with_dependent_vowel
1752,▁ण,ण,-9.53954,0,simple_cv
1754,ेष्ट,ेष्ट,-9.54027,1,starts_with_dependent_vowel
1765,ुद्,ुद्,-9.54574,1,starts_with_dependent_vowel;ends_with_virama
1766,धी,धी,-9.54586,1,simple_cv
1770,मुत्तमम्,मुत्तमम्,-9.54737,1,ends_with_virama
1772,ादय,ादय,-9.54771,1,starts_with_dependent_vowel
1773,कृतं,कृतं,-9.54776,1,contains_special_A
1775,नः,नः,-9.54804,0,contains_special_A
1776,ाधि,ाधि,-9.54824,2,starts_with_dependent_vowel
1777,▁भो,भो,-9.54835,1,simple_cv
1780,ोऽस्य,ोऽस्य,-9.54919,1,starts_with_dependent_vowel;contains_special_A
1782,ोत्पत्ति,ोत्पत्ति,-9.54949,2,starts_with_dependent_vowel
1784,ायतन,ायतन,-9.55056,1,starts_with_dependent_vowel
1787,िनि,िनि,-9.55076,2,starts_with_dependent_vowel
1790,ात्मनि,ात्मनि,-9.55131,2,starts_with_dependent_vowel
1791,मांस,मांस,-9.55155,1,contains_special_A
1797,▁सेषः,सेषः,-9.55311,1,contains_special_A
1801,वंस,वंस,-9.55683,0,contains_special_A
1804,ाद्वा,ाद्वा,-9.55837,2,starts_with_dependent_vowel
1806,▁वचः,वचः,-9.55859,0,contains_special_A
1808,ोत्पाद,ोत्पाद,-9.56108,2,starts_with_dependent_vowel
1811,तद्,तद्,-9.56244,0,ends_with_virama
1812,▁तम्,तम्,-9.56277,0,ends_with_virama
1823,महं,महं,-9.56782,0,contains_special_A
1825,ेस,ेस,-9.56862,1,starts_with_dependent_vowel
1830,ीभूत,ीभूत,-9.5694,2,starts_with_dependent_vowel
1831,ोद्भव,ोद्भव,-9.56948,1,starts_with_dependent_vowel
1833,ाद्या,ाद्या,-9.56966,2,starts_with_dependent_vowel
1834,▁मु,मु,-9.56976,1,simple_cv
1839,▁कस्मात्,कस्मात्,-9.5717,1,ends_with_virama
1841,ोऽनु,ोऽनु,-9.57368,2,starts_with_dependent_vowel;contains_special_A
1842,▁प्रथमं,प्रथमं,-9.57372,0,contains_special_A
1843,ःऽ,ःऽ,-9.57378,0,contains_special_A
1845,ानुप,ानुप,-9.57393,2,starts_with_dependent_vowel
1846,ोऽयम,ोऽयम,-9.57422,1,starts_with_dependent_vowel;contains_special_A
1851,▁समं,समं,-9.57558,0,contains_special_A
1854,जं,जं,-9.5766,0,contains_special_A
1859,▁पृथक्,पृथक्,-9.5785,1,ends_with_virama
1861,िकः,िकः,-9.5794,1,starts_with_dependent_vowel;contains_special_A
1862,दर्सनात्,दर्सनात्,-9.58039,1,ends_with_virama
1866,▁तावद्,तावद्,-9.58228,1,ends_with_virama
1867,▁हा,हा,-9.58241,1,simple_cv
1871,ण्,ण्,-9.58418,0,ends_with_virama
1872,येद्,येद्,-9.58493,1,ends_with_virama
1877,▁संवत्सर,संवत्सर,-9.58797,0,contains_special_A
1878,ादपि,ादपि,-9.58831,2,starts_with_dependent_vowel
1880,ट्,ट्,-9.58902,0,ends_with_virama
1886,स्ततः,स्ततः,-9.59264,0,contains_special_A
1892,तरं,तरं,-9.59413,0,contains_special_A
1895,▁संभव,संभव,-9.59466,0,contains_special_A
1897,िम,िम,-9.59493,1,starts_with_dependent_vowel
1900,ीस्वर,ीस्वर,-9.59603,1,starts_with_dependent_vowel
1903,कृत्,कृत्,-9.59742,1,ends_with_virama
1909,ोपम,ोपम,-9.59986,1,starts_with_dependent_vowel
1912,▁यन्,यन्,-9.60022,0,ends_with_virama
1919,▁वैसंपायन,वैसंपायन,-9.60262,2,contains_special_A
1924,ार्ह,ार्ह,-9.60373,1,starts_with_dependent_vowel
1929,▁सततं,सततं,-9.60848,0,contains_special_A
1932,ैषा,ैषा,-9.60958,2,starts_with_dependent_vowel
1936,ानीति,ानीति,-9.61303,3,starts_with_dependent_vowel
1943,▁पुरुषः,पुरुषः,-9.61562,2,contains_special_A
1946,ञ,ञ,-9.61654,0,simple_cv
1949,ीत,ीत,-9.61714,1,starts_with_dependent_vowel
1950,▁कारणं,कारणं,-9.61743,1,contains_special_A
1951,ांसि,ांसि,-9.61749,2,starts_with_dependent_vowel;contains_special_A
1957,िकं,िकं,-9.61963,1,starts_with_dependent_vowel;contains_special_A
1958,िष्यते,िष्यते,-9.61986,2,starts_with_dependent_vowel
1962,नात्,नात्,-9.62153,1,ends_with_virama
1968,रो,रो,-9.62256,1,simple_cv
1980,प्,प्,-9.62844,0,ends_with_virama
1989,ानन,ानन,-9.63284,1,starts_with_dependent_vowel
1990,णे,णे,-9.63312,1,simple_cv
1991,▁हेतुः,हेतुः,-9.63348,2,contains_special_A
1992,▁ष,ष,-9.63394,0,simple_cv
1994,ात्मनो,ात्मनो,-9.63457,2,starts_with_dependent_vowel
1997,ाधार,ाधार,-9.6367,2,starts_with_dependent_vowel
2001,ोपादान,ोपादान,-9.63833,3,starts_with_dependent_vowel
2003,ास्त्र,ास्त्र,-9.63862,1,starts_with_dependent_vowel
2008,दुर्,दुर्,-9.6409,1,ends_with_virama
2023,ाख्या,ाख्या,-9.64785,2,starts_with_dependent_vowel
2025,ैर्न,ैर्न,-9.64832,1,starts_with_dependent_vowel
2026,▁सोऽपि,सोऽपि,-9.64996,2,contains_special_A
2027,िन्द्रिय,िन्द्रिय,-9.65026,2,starts_with_dependent_vowel
2028,▁मद्,मद्,-9.65064,0,ends_with_virama
2030,ैनं,ैनं,-9.65085,1,starts_with_dependent_vowel;contains_special_A
2036,कैः,कैः,-9.65363,1,contains_special_A
2041,▁घ,घ,-9.65509,0,simple_cv
2049,ावृत,ावृत,-9.65978,2,starts_with_dependent_vowel
2050,▁मांस,मांस,-9.65979,1,contains_special_A
2055,ङ,ङ,-9.6611,0,simple_cv
2056,िण,िण,-9.66129,1,starts_with_dependent_vowel
2063,▁ऽअ,ऽअ,-9.66483,1,contains_special_A
2065,▁यस्मात्,यस्मात्,-9.66563,1,ends_with_virama
2070,िणः,िणः,-9.66624,1,starts_with_dependent_vowel;contains_special_A
2075,▁संस्कृत,संस्कृत,-9.66773,1,contains_special_A
2079,वित्,वित्,-9.67019,1,ends_with_virama
2082,पुनः,पुनः,-9.67263,1,contains_special_A
2086,ालङ्कार,ालङ्कार,-9.6736,2,starts_with_dependent_vowel
2091,▁षड्,षड्,-9.67502,0,ends_with_virama
2094,हो,हो,-9.67554,1,simple_cv
2096,▁प्रभुः,प्रभुः,-9.67868,1,contains_special_A
2104,िनां,िनां,-9.68603,2,starts_with_dependent_vowel;contains_special_A
2108,ायाम,ायाम,-9.68694,2,starts_with_dependent_vowel
2111,ावरण,ावरण,-9.68806,1,starts_with_dependent_vowel
2114,▁पस्चात्,पस्चात्,-9.68916,1,ends_with_virama
2118,ुत्,ुत्,-9.69004,1,starts_with_dependent_vowel;ends_with_virama
2121,िते,िते,-9.6912,2,starts_with_dependent_vowel
2126,म्ऽ,म्ऽ,-9.6934,0,contains_special_A
2129,▁नृ,नृ,-9.69463,1,simple_cv
2130,ेतर,ेतर,-9.69491,1,starts_with_dependent_vowel
2133,ासुर,ासुर,-9.69548,2,starts_with_dependent_vowel
2134,▁संघ,संघ,-9.69566,0,contains_special_A
2136,मत्,मत्,-9.69663,0,ends_with_virama
2137,तुः,तुः,-9.69664,1,contains_special_A
2140,मुद्,मुद्,-9.69735,1,ends_with_virama
2145,ाऽ,ाऽ,-9.69913,1,starts_with_dependent_vowel;contains_special_A
2146,▁दानं,दानं,-9.70006,1,contains_special_A
2148,ऽइति,ऽइति,-9.70027,2,contains_special_A
2149,▁पदं,पदं,-9.70057,0,contains_special_A
2150,ाद्वि,ाद्वि,-9.70103,2,starts_with_dependent_vowel
2157,यु,यु,-9.7024,1,simple_cv
2161,▁नरः,नरः,-9.70362,0,contains_special_A
2164,ेतद,ेतद,-9.70558,1,starts_with_dependent_vowel
2168,ामहे,ामहे,-9.70851,2,starts_with_dependent_vowel
2174,ाभ्यास,ाभ्यास,-9.71404,2,starts_with_dependent_vowel
2175,िष,िष,-9.71433,1,starts_with_dependent_vowel
